posx,2.560471,posy,-0.451478
posx,2.206803,posy,0.135738
posx,0.5276,posy,1.888223
posx,0.064823,posy,0.965554
posx,1.345403,posy,-0.081846
posx,-0.37518,posy,4.953348
posx,-0.086781,posy,3.527232
posx,-0.194056,posy,2.4259
posx,-0.162805,posy,-2.002923
posx,-0.419035,posy,-0.651439
posx,0.039126,posy,4.880194
posx,-0.13765,posy,1.040629
posx,-0.404878,posy,-1.771651
posx,-0.139176,posy,2.194372
posx,-0.12015,posy,0.780596
posx,-0.09168,posy,-1.436289
posx,-0.125303,posy,-0.404846
posx,0.040087,posy,2.867362
posx,-0.281645,posy,-1.555895
posx,-0.10683,posy,-2.114037
posx,-0.020874,posy,-0.921571
posx,0.08979,posy,0.510385
posx,0.022604,posy,-0.14793
posx,-0.087245,posy,-5.540852
posx,0.11268,posy,-0.328303
posx,-0.040138,posy,-0.222808
posx,0.456527,posy,-1.524349
posx,0.019477,posy,-2.907238
posx,0.062989,posy,-0.087701
posx,0.065812,posy,-0.958051
posx,0.101809,posy,-2.263122
posx,0.061487,posy,-2.997505
posx,0.069066,posy,-1.007027
posx,-0.024824,posy,0.16246
posx,0.258599,posy,-3.649102
posx,-0.126564,posy,-1.179395
posx,0.028674,posy,0.305797
posx,-0.045018,posy,-1.722688
posx,0.097946,posy,-0.239125
posx,-0.120956,posy,-0.174707
posx,0.418696,posy,-1.001426
posx,-0.207574,posy,-1.223102
posx,-0.256729,posy,-0.791796
posx,-0.022089,posy,-0.064503
posx,-0.007621,posy,-0.663384
posx,-0.04164,posy,0.204276
posx,0.081773,posy,-0.325095
posx,-0.096514,posy,0.141894
posx,0.188152,posy,0.580575
posx,-0.155079,posy,0.37536
posx,0.125553,posy,-0.559413
posx,-0.076394,posy,0.687683
posx,-0.021867,posy,1.384831
posx,0.095394,posy,0.486602
posx,-0.222318,posy,0.159739
posx,0.437657,posy,1.459467
posx,0.211742,posy,1.272666
posx,0.053627,posy,0.331721
posx,-0.001312,posy,0.374142
posx,0.08782,posy,0.935822
posx,-0.04632,posy,0.559026
posx,-0.040359,posy,0.024175
posx,-0.117682,posy,0.713812
posx,-0.111349,posy,0.123821
posx,-0.005606,posy,0.079274
posx,-0.358052,posy,-0.681024
posx,-0.038439,posy,-0.449831
posx,-0.091295,posy,-0.180654
posx,0.023778,posy,-0.235089
posx,-0.461606,posy,-0.941703
posx,-0.060033,posy,-1.131839
posx,-0.086999,posy,-0.770592
posx,-0.161801,posy,-0.454159
posx,0.148423,posy,-0.319618
posx,-0.452809,posy,-0.942874
posx,-0.198252,posy,-0.345895
posx,0.172308,posy,0.010945
posx,-0.097387,posy,0.386361
posx,0.071542,posy,0.494226
posx,0.229276,posy,0.668907
posx,0.034974,posy,0.184047
posx,0.193709,posy,1.011932
posx,0.077605,posy,1.073697
posx,0.03663,posy,0.787987
posx,-0.076631,posy,0.714508
posx,-0.076565,posy,0.188821
posx,-0.145785,posy,0.480168
posx,-0.067447,posy,0.098603
posx,-0.160676,posy,-0.164211
posx,0.056386,posy,-0.391995
posx,-0.00701,posy,-0.518488
posx,0.101554,posy,-0.348031
posx,0.239474,posy,-0.470445
posx,0.155734,posy,-0.224603
posx,0.256065,posy,0.280338
posx,0.110118,posy,0.454646
